surveyTargetID,surveyID,surveyTargetType,surveyTargetValue,includeOrExclude,isSurveyTargetFullyReported
P264.1B_taxon,P264.1B,taxon,Staphylinidae,include,False
P264.1B_taxon,P264.1B,taxon,Cicadomorpha,include,False
P264.1B_taxon,P264.1B,taxon,Apocrita,include,False
P265.2B_taxon,P265.2B,taxon,Aphidoidea,include,False
P265.2B_taxon,P265.2B,taxon,Coleoptera,include,False
P265.2B_taxon,P265.2B,taxon,Staphylinidae,include,False
P266.2B_taxon,P266.2B,taxon,Diptera,include,False
P266.2B_taxon,P266.2B,taxon,Coleoptera,include,False
P266.2B_taxon,P266.2B,taxon,Staphylinidae,include,False
P266.2B_taxon,P266.2B,taxon,Apocrita,include,False
P268.1B_taxon,P268.1B,taxon,Coleoptera,include,False
P268.1B_taxon,P268.1B,taxon,Staphylinidae,include,False
P268.1B_taxon,P268.1B,taxon,Diptera,include,False
P268.1B_taxon,P268.1B,taxon,Aphidoidea,include,False
P268.1B_taxon,P268.1B,taxon,Nematocera,include,False
P268.1B_taxon,P268.1B,taxon,Apocrita,include,False
P268.2B_taxon,P268.2B,taxon,Cicadomorpha,include,False
P268.2B_taxon,P268.2B,taxon,Nematocera,include,False
P268.2B_taxon,P268.2B,taxon,Apocrita,include,False
P268.2B_taxon,P268.2B,taxon,Aphidoidea,include,False
P268.2B_taxon,P268.2B,taxon,Staphylinidae,include,False
P268.2B_taxon,P268.2B,taxon,Coleoptera,include,False
P268.2B_taxon,P268.2B,taxon,Diptera,include,False
P269.1B_taxon,P269.1B,taxon,Heteroptera,include,False
P269.1B_taxon,P269.1B,taxon,Nematocera,include,False
P269.1B_taxon,P269.1B,taxon,Staphylinidae,include,False
P269.1B_taxon,P269.1B,taxon,Coleoptera,include,False
P269.1B_taxon,P269.1B,taxon,Diptera,include,False
P269.1B_taxon,P269.1B,taxon,Aphidoidea,include,False
P269.2B_taxon,P269.2B,taxon,Staphylinidae,include,False
P269.2B_taxon,P269.2B,taxon,Aphidoidea,include,False
P269.2B_taxon,P269.2B,taxon,Diptera,include,False
P269.2B_taxon,P269.2B,taxon,Nematocera,include,False
P269.2B_taxon,P269.2B,taxon,Coleoptera,include,False
P269.2B_taxon,P269.2B,taxon,Apocrita,include,False
P270.1B_taxon,P270.1B,taxon,Apocrita,include,False
P270.1B_taxon,P270.1B,taxon,Diptera,include,False
P270.1B_taxon,P270.1B,taxon,Coleoptera,include,False
P270.1B_taxon,P270.1B,taxon,Staphylinidae,include,False
P270.1B_taxon,P270.1B,taxon,Aphidoidea,include,False
P270.2B_taxon,P270.2B,taxon,Coleoptera,include,False
P270.2B_taxon,P270.2B,taxon,Aphidoidea,include,False
P270.2B_taxon,P270.2B,taxon,Apocrita,include,False
P270.2B_taxon,P270.2B,taxon,Diptera,include,False
P271.1B_taxon,P271.1B,taxon,Coleoptera,include,False
P271.1B_taxon,P271.1B,taxon,Staphylinidae,include,False
P271.1B_taxon,P271.1B,taxon,Diptera,include,False
P271.1B_taxon,P271.1B,taxon,Apocrita,include,False
P271.1B_taxon,P271.1B,taxon,Aphidoidea,include,False
P271.2B_taxon,P271.2B,taxon,Coleoptera,include,False
P271.2B_taxon,P271.2B,taxon,Staphylinidae,include,False
P271.2B_taxon,P271.2B,taxon,Diptera,include,False
P271.2B_taxon,P271.2B,taxon,Nematocera,include,False
P271.2B_taxon,P271.2B,taxon,Apocrita,include,False
P272.1B_taxon,P272.1B,taxon,Apocrita,include,False
P272.1B_taxon,P272.1B,taxon,Diptera,include,False
P272.1B_taxon,P272.1B,taxon,Coleoptera,include,False
P272.2B_taxon,P272.2B,taxon,Diptera,include,False
P272.2B_taxon,P272.2B,taxon,Staphylinidae,include,False
P272.2B_taxon,P272.2B,taxon,Aphidoidea,include,False
P273.1B_taxon,P273.1B,taxon,Aphidoidea,include,False
P273.1B_taxon,P273.1B,taxon,Coleoptera,include,False
P273.1B_taxon,P273.1B,taxon,Staphylinidae,include,False
P273.1B_taxon,P273.1B,taxon,Diptera,include,False
P273.1B_taxon,P273.1B,taxon,Apocrita,include,False
P273.1B_taxon,P273.1B,taxon,Cicadomorpha,include,False
P273.2B_taxon,P273.2B,taxon,Coleoptera,include,False
P273.2B_taxon,P273.2B,taxon,Cicadomorpha,include,False
P273.2B_taxon,P273.2B,taxon,Aphidoidea,include,False
P273.2B_taxon,P273.2B,taxon,Diptera,include,False
P274.1B_taxon,P274.1B,taxon,Diptera,include,False
P274.1B_taxon,P274.1B,taxon,Coleoptera,include,False
P274.1B_taxon,P274.1B,taxon,Staphylinidae,include,False
P274.1B_taxon,P274.1B,taxon,Nematocera,include,False
P274.1B_taxon,P274.1B,taxon,Aphidoidea,include,False
P274.1B_taxon,P274.1B,taxon,Apocrita,include,False
P274.2B_taxon,P274.2B,taxon,Nematocera,include,False
P274.2B_taxon,P274.2B,taxon,Aphidoidea,include,False
P274.2B_taxon,P274.2B,taxon,Coleoptera,include,False
P274.2B_taxon,P274.2B,taxon,Staphylinidae,include,False
P274.2B_taxon,P274.2B,taxon,Diptera,include,False
P275.1B_taxon,P275.1B,taxon,Coleoptera,include,False
P275.1B_taxon,P275.1B,taxon,Staphylinidae,include,False
P275.1B_taxon,P275.1B,taxon,Aphidoidea,include,False
P275.1B_taxon,P275.1B,taxon,Nematocera,include,False
P275.1B_taxon,P275.1B,taxon,Diptera,include,False
P275.2B_taxon,P275.2B,taxon,Cicadomorpha,include,False
P275.2B_taxon,P275.2B,taxon,Diptera,include,False
P275.2B_taxon,P275.2B,taxon,Staphylinidae,include,False
P275.2B_taxon,P275.2B,taxon,Coleoptera,include,False
P275.2B_taxon,P275.2B,taxon,Nematocera,include,False
P275.2B_taxon,P275.2B,taxon,Culicidae,include,False
P275.2B_taxon,P275.2B,taxon,Lepidoptera,include,False
P275.2B_taxon,P275.2B,taxon,Heteroptera,include,False
P276.2B_taxon,P276.2B,taxon,Nematocera,include,False
P276.2B_taxon,P276.2B,taxon,Coleoptera,include,False
P276.2B_taxon,P276.2B,taxon,Aphidoidea,include,False
P276.2B_taxon,P276.2B,taxon,Diptera,include,False
P276.2B_taxon,P276.2B,taxon,Cicadomorpha,include,False
P278.1B_taxon,P278.1B,taxon,Aphidoidea,include,False
P278.1B_taxon,P278.1B,taxon,Coleoptera,include,False
P278.1B_taxon,P278.1B,taxon,Staphylinidae,include,False
P278.1B_taxon,P278.1B,taxon,Apocrita,include,False
P278.1B_taxon,P278.1B,taxon,Diptera,include,False
P278.2B_taxon,P278.2B,taxon,Cicadomorpha,include,False
P278.2B_taxon,P278.2B,taxon,Coleoptera,include,False
P278.2B_taxon,P278.2B,taxon,Diptera,include,False
P278.2B_taxon,P278.2B,taxon,Staphylinidae,include,False
P278.2B_taxon,P278.2B,taxon,Aphidoidea,include,False
P279.1B_taxon,P279.1B,taxon,Aphidoidea,include,False
P279.1B_taxon,P279.1B,taxon,Coleoptera,include,False
P279.1B_taxon,P279.1B,taxon,Staphylinidae,include,False
P279.1B_taxon,P279.1B,taxon,Diptera,include,False
P279.2B_taxon,P279.2B,taxon,Aphidoidea,include,False
P279.2B_taxon,P279.2B,taxon,Coleoptera,include,False
P279.2B_taxon,P279.2B,taxon,Curculionidae,include,False
P279.2B_taxon,P279.2B,taxon,Heteroptera,include,False
P279.2B_taxon,P279.2B,taxon,Staphylinidae,include,False
P279.2B_taxon,P279.2B,taxon,Nematocera,include,False
P279.2B_taxon,P279.2B,taxon,Hymenoptera,include,False
P279.2B_taxon,P279.2B,taxon,Diptera,include,False
P279.2B_taxon,P279.2B,taxon,Cicadomorpha,include,False
P280.1B_taxon,P280.1B,taxon,Nematocera,include,False
P280.1B_taxon,P280.1B,taxon,Diptera,include,False
P280.1B_taxon,P280.1B,taxon,Coleoptera,include,False
P280.1B_taxon,P280.1B,taxon,Staphylinidae,include,False
P280.1B_taxon,P280.1B,taxon,Apocrita,include,False
P280.2B_taxon,P280.2B,taxon,Diptera,include,False
P280.2B_taxon,P280.2B,taxon,Nematocera,include,False
P280.2B_taxon,P280.2B,taxon,Apocrita,include,False
P280.2B_taxon,P280.2B,taxon,Staphylinidae,include,False
P280.2B_taxon,P280.2B,taxon,Coleoptera,include,False
P280.2B_taxon,P280.2B,taxon,Aphidoidea,include,False
P280.2B_taxon,P280.2B,taxon,Cicadomorpha,include,False
P281.1B_taxon,P281.1B,taxon,Staphylinidae,include,False
P281.1B_taxon,P281.1B,taxon,Cicadomorpha,include,False
P281.1B_taxon,P281.1B,taxon,Diptera,include,False
P281.1B_taxon,P281.1B,taxon,Aphidoidea,include,False
P281.1B_taxon,P281.1B,taxon,Coleoptera,include,False
P281.2B_taxon,P281.2B,taxon,Heteroptera,include,False
P281.2B_taxon,P281.2B,taxon,Staphylinidae,include,False
P281.2B_taxon,P281.2B,taxon,Aphidoidea,include,False
P281.2B_taxon,P281.2B,taxon,Apocrita,include,False
P281.2B_taxon,P281.2B,taxon,Curculionidae,include,False
P281.2B_taxon,P281.2B,taxon,Coleoptera,include,False
P281.2B_taxon,P281.2B,taxon,Nematocera,include,False
P282.1B_taxon,P282.1B,taxon,Coleoptera,include,False
P282.1B_taxon,P282.1B,taxon,Staphylinidae,include,False
P282.1B_taxon,P282.1B,taxon,Nematocera,include,False
P282.1B_taxon,P282.1B,taxon,Diptera,include,False
P282.1B_taxon,P282.1B,taxon,Aphidoidea,include,False
P283.1B_taxon,P283.1B,taxon,Diptera,include,False
P283.1B_taxon,P283.1B,taxon,Coleoptera,include,False
P283.1B_taxon,P283.1B,taxon,Nematocera,include,False
P283.1B_taxon,P283.1B,taxon,Apocrita,include,False
P283.2B_taxon,P283.2B,taxon,Diptera,include,False
P283.2B_taxon,P283.2B,taxon,Apocrita,include,False
P283.2B_taxon,P283.2B,taxon,Cicadomorpha,include,False
P283.2B_taxon,P283.2B,taxon,Aphidoidea,include,False
P283.2B_taxon,P283.2B,taxon,Staphylinidae,include,False
P283.2B_taxon,P283.2B,taxon,Nematocera,include,False
P283.2B_taxon,P283.2B,taxon,Coleoptera,include,False
P284.1B_taxon,P284.1B,taxon,Coleoptera,include,False
P284.1B_taxon,P284.1B,taxon,Staphylinidae,include,False
P284.1B_taxon,P284.1B,taxon,Aphidoidea,include,False
P284.2B_taxon,P284.2B,taxon,Aphidoidea,include,False
P284.2B_taxon,P284.2B,taxon,Coleoptera,include,False
P284.2B_taxon,P284.2B,taxon,Nematocera,include,False
P284.2B_taxon,P284.2B,taxon,Staphylinidae,include,False
P284.2B_taxon,P284.2B,taxon,Apocrita,include,False
P284.2B_taxon,P284.2B,taxon,Diptera,include,False
P285.1B_taxon,P285.1B,taxon,Nematocera,include,False
P285.1B_taxon,P285.1B,taxon,Diptera,include,False
P285.1B_taxon,P285.1B,taxon,Cicadomorpha,include,False
P285.1B_taxon,P285.1B,taxon,Apocrita,include,False
P285.1B_taxon,P285.1B,taxon,Staphylinidae,include,False
P285.1B_taxon,P285.1B,taxon,Coleoptera,include,False
P285.1B_taxon,P285.1B,taxon,Aphidoidea,include,False
P285.2B_taxon,P285.2B,taxon,Diptera,include,False
P285.2B_taxon,P285.2B,taxon,Aphidoidea,include,False
P285.2B_taxon,P285.2B,taxon,Apocrita,include,False
P285.2B_taxon,P285.2B,taxon,Staphylinidae,include,False
P285.2B_taxon,P285.2B,taxon,Coleoptera,include,False
P285.2B_taxon,P285.2B,taxon,Nematocera,include,False
P285.2B_taxon,P285.2B,taxon,Culicidae,include,False
P286.1B_taxon,P286.1B,taxon,Diptera,include,False
P286.1B_taxon,P286.1B,taxon,Coleoptera,include,False
P286.1B_taxon,P286.1B,taxon,Staphylinidae,include,False
P286.1B_taxon,P286.1B,taxon,Aphidoidea,include,False
P286.2B_taxon,P286.2B,taxon,Heteroptera,include,False
P286.2B_taxon,P286.2B,taxon,Diptera,include,False
P286.2B_taxon,P286.2B,taxon,Coleoptera,include,False
P286.2B_taxon,P286.2B,taxon,Staphylinidae,include,False
P286.2B_taxon,P286.2B,taxon,Apocrita,include,False
P286.2B_taxon,P286.2B,taxon,Aphidoidea,include,False
P288.1B_taxon,P288.1B,taxon,Aphidoidea,include,False
P288.1B_taxon,P288.1B,taxon,Diptera,include,False
P288.1B_taxon,P288.1B,taxon,Coleoptera,include,False
P288.1B_taxon,P288.1B,taxon,Staphylinidae,include,False
P288.1B_taxon,P288.1B,taxon,Apocrita,include,False
P289.1B_taxon,P289.1B,taxon,Coleoptera,include,False
P289.1B_taxon,P289.1B,taxon,Cicadomorpha,include,False
P289.1B_taxon,P289.1B,taxon,Apocrita,include,False
P289.1B_taxon,P289.1B,taxon,Aphidoidea,include,False
P289.1B_taxon,P289.1B,taxon,Nematocera,include,False
P289.1B_taxon,P289.1B,taxon,Staphylinidae,include,False
P289.2B_taxon,P289.2B,taxon,Nematocera,include,False
P289.2B_taxon,P289.2B,taxon,Coleoptera,include,False
P289.2B_taxon,P289.2B,taxon,Diptera,include,False
P289.2B_taxon,P289.2B,taxon,Apocrita,include,False
P289.2B_taxon,P289.2B,taxon,Heteroptera,include,False
P290.2B_taxon,P290.2B,taxon,Diptera,include,False
P290.2B_taxon,P290.2B,taxon,Heteroptera,include,False
P290.2B_taxon,P290.2B,taxon,Staphylinidae,include,False
P290.2B_taxon,P290.2B,taxon,Nematocera,include,False
P290.2B_taxon,P290.2B,taxon,Coleoptera,include,False
P290.2B_taxon,P290.2B,taxon,Apocrita,include,False
P290.2B_taxon,P290.2B,taxon,Aphidoidea,include,False
P291.1B_taxon,P291.1B,taxon,Aphidoidea,include,False
P291.1B_taxon,P291.1B,taxon,Diptera,include,False
P291.1B_taxon,P291.1B,taxon,Coleoptera,include,False
P291.1B_taxon,P291.1B,taxon,Staphylinidae,include,False
P291.1B_taxon,P291.1B,taxon,Apocrita,include,False
P291.2B_taxon,P291.2B,taxon,Diptera,include,False
P291.2B_taxon,P291.2B,taxon,Apocrita,include,False
P291.2B_taxon,P291.2B,taxon,Aphidoidea,include,False
P291.2B_taxon,P291.2B,taxon,Coleoptera,include,False
P291.2B_taxon,P291.2B,taxon,Staphylinidae,include,False
P291.2B_taxon,P291.2B,taxon,Nematocera,include,False
P292.1B_taxon,P292.1B,taxon,Nematocera,include,False
P292.1B_taxon,P292.1B,taxon,Apocrita,include,False
P292.1B_taxon,P292.1B,taxon,Cicadomorpha,include,False
P292.1B_taxon,P292.1B,taxon,Coleoptera,include,False
P292.1B_taxon,P292.1B,taxon,Staphylinidae,include,False
P292.1B_taxon,P292.1B,taxon,Aphidoidea,include,False
P292.1B_taxon,P292.1B,taxon,Diptera,include,False
P292.2B_taxon,P292.2B,taxon,Nematocera,include,False
P292.2B_taxon,P292.2B,taxon,Diptera,include,False
P292.2B_taxon,P292.2B,taxon,Coleoptera,include,False
P292.2B_taxon,P292.2B,taxon,Staphylinidae,include,False
P292.2B_taxon,P292.2B,taxon,Cicadomorpha,include,False
P292.2B_taxon,P292.2B,taxon,Aphidoidea,include,False
P299.1B_taxon,P299.1B,taxon,Nematocera,include,False
P299.1B_taxon,P299.1B,taxon,Coleoptera,include,False
P299.1B_taxon,P299.1B,taxon,Staphylinidae,include,False
P299.1B_taxon,P299.1B,taxon,Diptera,include,False
P299.1B_taxon,P299.1B,taxon,Aphidoidea,include,False
P299.1B_taxon,P299.1B,taxon,Lepidoptera,include,False
P299.2B_taxon,P299.2B,taxon,Staphylinidae,include,False
P299.2B_taxon,P299.2B,taxon,Aphidoidea,include,False
P299.2B_taxon,P299.2B,taxon,Apocrita,include,False
P299.2B_taxon,P299.2B,taxon,Coleoptera,include,False
P299.2B_taxon,P299.2B,taxon,Diptera,include,False
P300.2B_taxon,P300.2B,taxon,Nematocera,include,False
P300.2B_taxon,P300.2B,taxon,Coleoptera,include,False
P300.2B_taxon,P300.2B,taxon,Staphylinidae,include,False
P300.2B_taxon,P300.2B,taxon,Diptera,include,False
P300.2B_taxon,P300.2B,taxon,Cicadomorpha,include,False
P300.2B_taxon,P300.2B,taxon,Aphidoidea,include,False
P302.1B_taxon,P302.1B,taxon,Diptera,include,False
P302.1B_taxon,P302.1B,taxon,Apocrita,include,False
P302.2B_taxon,P302.2B,taxon,Nematocera,include,False
P302.2B_taxon,P302.2B,taxon,Diptera,include,False
P302.2B_taxon,P302.2B,taxon,Staphylinidae,include,False
P302.2B_taxon,P302.2B,taxon,Coleoptera,include,False
P302.2B_taxon,P302.2B,taxon,Aphidoidea,include,False
P305.2B_taxon,P305.2B,taxon,Aphidoidea,include,False
P305.2B_taxon,P305.2B,taxon,Apocrita,include,False
P305.2B_taxon,P305.2B,taxon,Coleoptera,include,False
P305.2B_taxon,P305.2B,taxon,Diptera,include,False
P305.2B_taxon,P305.2B,taxon,Lepidoptera,include,False
P305.2B_taxon,P305.2B,taxon,Heteroptera,include,False
P305.2B_taxon,P305.2B,taxon,Nematocera,include,False
P305.2B_taxon,P305.2B,taxon,Staphylinidae,include,False
P304.1B_taxon,P304.1B,taxon,Apocrita,include,False
P304.1B_taxon,P304.1B,taxon,Lepidoptera,include,False
P304.1B_taxon,P304.1B,taxon,Aphidoidea,include,False
P304.1B_taxon,P304.1B,taxon,Staphylinidae,include,False
P304.1B_taxon,P304.1B,taxon,Diptera,include,False
P304.1B_taxon,P304.1B,taxon,Coleoptera,include,False
P304.2B_taxon,P304.2B,taxon,Diptera,include,False
P304.2B_taxon,P304.2B,taxon,Aphidoidea,include,False
P304.2B_taxon,P304.2B,taxon,Staphylinidae,include,False
P312.1B_taxon,P312.1B,taxon,Apocrita,include,False
P312.1B_taxon,P312.1B,taxon,Coleoptera,include,False
P312.1B_taxon,P312.1B,taxon,Staphylinidae,include,False
P312.1B_taxon,P312.1B,taxon,Aphidoidea,include,False
P312.1B_taxon,P312.1B,taxon,Nematocera,include,False
P312.2B_taxon,P312.2B,taxon,Heteroptera,include,False
P312.2B_taxon,P312.2B,taxon,Staphylinidae,include,False
P312.2B_taxon,P312.2B,taxon,Aphidoidea,include,False
P312.2B_taxon,P312.2B,taxon,Apocrita,include,False
P312.2B_taxon,P312.2B,taxon,Nematocera,include,False
P312.2B_taxon,P312.2B,taxon,Diptera,include,False
P312.2B_taxon,P312.2B,taxon,Coleoptera,include,False
P314.1B_taxon,P314.1B,taxon,Aphidoidea,include,False
P314.1B_taxon,P314.1B,taxon,Diptera,include,False
P314.1B_taxon,P314.1B,taxon,Apocrita,include,False
P314.1B_taxon,P314.1B,taxon,Coleoptera,include,False
P314.1B_taxon,P314.1B,taxon,Staphylinidae,include,False
P314.2B_taxon,P314.2B,taxon,Cicadomorpha,include,False
P314.2B_taxon,P314.2B,taxon,Aphidoidea,include,False
P314.2B_taxon,P314.2B,taxon,Apocrita,include,False
P314.2B_taxon,P314.2B,taxon,Coleoptera,include,False
P314.2B_taxon,P314.2B,taxon,Staphylinidae,include,False
P314.2B_taxon,P314.2B,taxon,Diptera,include,False
P316.2B_taxon,P316.2B,taxon,Diptera,include,False
P316.2B_taxon,P316.2B,taxon,Apocrita,include,False
P316.2B_taxon,P316.2B,taxon,Cicadomorpha,include,False
P316.2B_taxon,P316.2B,taxon,Coleoptera,include,False
P316.2B_taxon,P316.2B,taxon,Heteroptera,include,False
P316.2B_taxon,P316.2B,taxon,Aphidoidea,include,False
P317.1B_taxon,P317.1B,taxon,Nematocera,include,False
P317.1B_taxon,P317.1B,taxon,Cicadomorpha,include,False
P317.1B_taxon,P317.1B,taxon,Symphyta,include,False
P317.1B_taxon,P317.1B,taxon,Aphidoidea,include,False
P317.1B_taxon,P317.1B,taxon,Lepidoptera,include,False
P317.1B_taxon,P317.1B,taxon,Coleoptera,include,False
P317.1B_taxon,P317.1B,taxon,Staphylinidae,include,False
P317.2B_taxon,P317.2B,taxon,Diptera,include,False
P317.2B_taxon,P317.2B,taxon,Staphylinidae,include,False
P317.2B_taxon,P317.2B,taxon,Nematocera,include,False
P317.2B_taxon,P317.2B,taxon,Coleoptera,include,False
P318.1B_taxon,P318.1B,taxon,Diptera,include,False
P319.1B_taxon,P319.1B,taxon,Nematocera,include,False
P319.1B_taxon,P319.1B,taxon,Aphidoidea,include,False
P319.1B_taxon,P319.1B,taxon,Diptera,include,False
P319.1B_taxon,P319.1B,taxon,Coleoptera,include,False
P319.1B_taxon,P319.1B,taxon,Apocrita,include,False
P319.2B_taxon,P319.2B,taxon,Nematocera,include,False
P319.2B_taxon,P319.2B,taxon,Apocrita,include,False
P319.2B_taxon,P319.2B,taxon,Aphidoidea,include,False
P319.2B_taxon,P319.2B,taxon,Coleoptera,include,False
P319.2B_taxon,P319.2B,taxon,Diptera,include,False
P319.2B_taxon,P319.2B,taxon,Staphylinidae,include,False
P321.1B_taxon,P321.1B,taxon,Aphidoidea,include,False
P321.1B_taxon,P321.1B,taxon,Apocrita,include,False
P321.1B_taxon,P321.1B,taxon,Diptera,include,False
P321.1B_taxon,P321.1B,taxon,Heteroptera,include,False
P321.1B_taxon,P321.1B,taxon,Coleoptera,include,False
P321.1B_taxon,P321.1B,taxon,Staphylinidae,include,False
P321.2B_taxon,P321.2B,taxon,Diptera,include,False
P321.2B_taxon,P321.2B,taxon,Staphylinidae,include,False
P321.2B_taxon,P321.2B,taxon,Nematocera,include,False
P321.2B_taxon,P321.2B,taxon,Apocrita,include,False
P322.1B_taxon,P322.1B,taxon,Aphidoidea,include,False
P322.1B_taxon,P322.1B,taxon,Nematocera,include,False
P322.1B_taxon,P322.1B,taxon,Apocrita,include,False
P322.1B_taxon,P322.1B,taxon,Diptera,include,False
P322.1B_taxon,P322.1B,taxon,Staphylinidae,include,False
P322.1B_taxon,P322.1B,taxon,Coleoptera,include,False
P322.2B_taxon,P322.2B,taxon,Diptera,include,False
P322.2B_taxon,P322.2B,taxon,Aphidoidea,include,False
P322.2B_taxon,P322.2B,taxon,Coleoptera,include,False
P322.2B_taxon,P322.2B,taxon,Nematocera,include,False
P322.2B_taxon,P322.2B,taxon,Staphylinidae,include,False
P323.1B_taxon,P323.1B,taxon,Aphidoidea,include,False
P323.1B_taxon,P323.1B,taxon,Diptera,include,False
P323.1B_taxon,P323.1B,taxon,Nematocera,include,False
P323.1B_taxon,P323.1B,taxon,Heteroptera,include,False
P323.1B_taxon,P323.1B,taxon,Coleoptera,include,False
P323.1B_taxon,P323.1B,taxon,Staphylinidae,include,False
P323.2B_taxon,P323.2B,taxon,Coleoptera,include,False
P323.2B_taxon,P323.2B,taxon,Heteroptera,include,False
P323.2B_taxon,P323.2B,taxon,Aphidoidea,include,False
P323.2B_taxon,P323.2B,taxon,Nematocera,include,False
P325.1B_taxon,P325.1B,taxon,Aphidoidea,include,False
P325.1B_taxon,P325.1B,taxon,Apocrita,include,False
P325.1B_taxon,P325.1B,taxon,Diptera,include,False
P325.1B_taxon,P325.1B,taxon,Coleoptera,include,False
P325.1B_taxon,P325.1B,taxon,Staphylinidae,include,False
P326.1B_taxon,P326.1B,taxon,Aphidoidea,include,False
P326.1B_taxon,P326.1B,taxon,Diptera,include,False
P326.1B_taxon,P326.1B,taxon,Coleoptera,include,False
P326.1B_taxon,P326.1B,taxon,Staphylinidae,include,False
P326.2B_taxon,P326.2B,taxon,Coleoptera,include,False
P326.2B_taxon,P326.2B,taxon,Nematocera,include,False
P326.2B_taxon,P326.2B,taxon,Aphidoidea,include,False
P326.2B_taxon,P326.2B,taxon,Apocrita,include,False
P326.2B_taxon,P326.2B,taxon,Staphylinidae,include,False
P327.1B_taxon,P327.1B,taxon,Staphylinidae,include,False
P327.1B_taxon,P327.1B,taxon,Nematocera,include,False
P327.1B_taxon,P327.1B,taxon,Diptera,include,False
P327.1B_taxon,P327.1B,taxon,Apocrita,include,False
P327.1B_taxon,P327.1B,taxon,Aphidoidea,include,False
P328.1B_taxon,P328.1B,taxon,Aphidoidea,include,False
P328.1B_taxon,P328.1B,taxon,Staphylinidae,include,False
P328.1B_taxon,P328.1B,taxon,Coleoptera,include,False
P328.1B_taxon,P328.1B,taxon,Apocrita,include,False
P328.1B_taxon,P328.1B,taxon,Diptera,include,False
P328.2B_taxon,P328.2B,taxon,Staphylinidae,include,False
P328.2B_taxon,P328.2B,taxon,Coleoptera,include,False
P328.2B_taxon,P328.2B,taxon,Apocrita,include,False
P328.2B_taxon,P328.2B,taxon,Diptera,include,False
P328.2B_taxon,P328.2B,taxon,Cicadomorpha,include,False
P328.2B_taxon,P328.2B,taxon,Aphidoidea,include,False
P328.2B_taxon,P328.2B,taxon,Nematocera,include,False
P329.1B_taxon,P329.1B,taxon,Diptera,include,False
P329.1B_taxon,P329.1B,taxon,Nematocera,include,False
P329.1B_taxon,P329.1B,taxon,Cicadomorpha,include,False
P329.1B_taxon,P329.1B,taxon,Staphylinidae,include,False
P329.1B_taxon,P329.1B,taxon,Coleoptera,include,False
P329.1B_taxon,P329.1B,taxon,Heteroptera,include,False
P327.2B_taxon,P327.2B,taxon,Heteroptera,include,False
P327.2B_taxon,P327.2B,taxon,Coleoptera,include,False
P327.2B_taxon,P327.2B,taxon,Aphidoidea,include,False
P327.2B_taxon,P327.2B,taxon,Nematocera,include,False
P329.2B_taxon,P329.2B,taxon,Diptera,include,False
P329.2B_taxon,P329.2B,taxon,Coleoptera,include,False
P329.2B_taxon,P329.2B,taxon,Aphidoidea,include,False
P329.2B_taxon,P329.2B,taxon,Cicadomorpha,include,False
P329.2B_taxon,P329.2B,taxon,Staphylinidae,include,False
P330.1B_taxon,P330.1B,taxon,Nematocera,include,False
P330.1B_taxon,P330.1B,taxon,Diptera,include,False
P330.1B_taxon,P330.1B,taxon,Apocrita,include,False
P330.1B_taxon,P330.1B,taxon,Aphidoidea,include,False
P330.1B_taxon,P330.1B,taxon,Coleoptera,include,False
P330.1B_taxon,P330.1B,taxon,Staphylinidae,include,False
P330.1B_taxon,P330.1B,taxon,Ptiliidae,include,False
P330.2B_taxon,P330.2B,taxon,Diptera,include,False
P330.2B_taxon,P330.2B,taxon,Aphidoidea,include,False
P330.2B_taxon,P330.2B,taxon,Apocrita,include,False
P330.2B_taxon,P330.2B,taxon,Staphylinidae,include,False
P330.2B_taxon,P330.2B,taxon,Coleoptera,include,False
P330.2B_taxon,P330.2B,taxon,Ptiliidae,include,False
P331.2B_taxon,P331.2B,taxon,Lepidoptera,include,False
P331.2B_taxon,P331.2B,taxon,Diptera,include,False
P331.2B_taxon,P331.2B,taxon,Aphidoidea,include,False
P331.2B_taxon,P331.2B,taxon,Apocrita,include,False
P331.2B_taxon,P331.2B,taxon,Coleoptera,include,False
P331.2B_taxon,P331.2B,taxon,Staphylinidae,include,False
P331.2B_taxon,P331.2B,taxon,Ptiliidae,include,False
P332.1B_taxon,P332.1B,taxon,Nematocera,include,False
P332.1B_taxon,P332.1B,taxon,Staphylinidae,include,False
P332.1B_taxon,P332.1B,taxon,Coleoptera,include,False
P332.1B_taxon,P332.1B,taxon,Aphidoidea,include,False
P332.2B_taxon,P332.2B,taxon,Diptera,include,False
P332.2B_taxon,P332.2B,taxon,Staphylinidae,include,False
P332.2B_taxon,P332.2B,taxon,Nematocera,include,False
P332.2B_taxon,P332.2B,taxon,Coleoptera,include,False
P332.2B_taxon,P332.2B,taxon,Aphidoidea,include,False
P332.2B_taxon,P332.2B,taxon,Apocrita,include,False
P334.1B_taxon,P334.1B,taxon,Diptera,include,False
P334.1B_taxon,P334.1B,taxon,Nematocera,include,False
P334.1B_taxon,P334.1B,taxon,Aphidoidea,include,False
P334.1B_taxon,P334.1B,taxon,Coleoptera,include,False
P334.1B_taxon,P334.1B,taxon,Apocrita,include,False
P334.1B_taxon,P334.1B,taxon,Staphylinidae,include,False
P334.2B_taxon,P334.2B,taxon,Diptera,include,False
P334.2B_taxon,P334.2B,taxon,Apocrita,include,False
P334.2B_taxon,P334.2B,taxon,Nematocera,include,False
